mouse_life_stage,E12.5
gene_symbol,Hspa5
pvalue,0.9884483
parameter_name,White blood cell count
mouse_strain,C57BL
analysis_id,h48e6zhlyb9i3lk
parameter_id,HMGULA_HEM_001_001
gene_accession_id,MGI:95835
