gene_symbol,Orc2
gene_accession_id,MGI:1328306
analysis_id,r3n4r99n35xag24
mouse_life_stage,E9.5
pvalue,0.9231251
parameter_id,MGP_PBI_018_001
mouse_strain,C57BL
parameter_name,Ly6Clow monocyte percentage
