gene_symbol,Dcaf12
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,87g484z97ew6l4o
pvalue,0.8891604
parameter_id,MGP_IMM_089_001
gene_accession_id,MGI:1916220
parameter_name,KLRG1+ gd T cells - % of CD45+
