gene_symbol,Ahcy
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,8zr89ea2jdn12t1
parameter_id,MGP_MLN_013_001
pvalue,0.5791671
parameter_name,Effector CD8+ T cells - % of CD8+
gene_accession_id,MGI:87968
