parameter_id,IMPC_XRY_001_001
analysis_id,7u9j7l3xq44xc7f
parameter_name,Skull shape
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
mouse_strain,C57BL
gene_symbol,Frmpd1
pvalue,0.9608488
