gene_symbol,Col6a3
mouse_strain,C57BL
pvalue,0.8418873
parameter_name,CD11b-high cDC - % of CD45+
parameter_id,MGP_IMM_129_001
mouse_life_stage,Early adult
analysis_id,d7c2vu7y5gwj9o6
gene_accession_id,MGI:88461
