mouse_life_stage,Middle aged adult
analysis_id,816r8dpo4n57w34
gene_symbol,Hnf4a
mouse_strain,C57BL
pvalue,0.7983615
gene_accession_id,MGI:109128
parameter_name,Cue Baseline % Freezing Time
parameter_id,HRWLLA_FEA_015_001
