parameter_id,IMPC_FEA_003_001
pvalue,0.5942487
gene_symbol,Fgb
gene_accession_id,MGI:99501
parameter_name,Conditioning Baseline % Freezing Time
mouse_life_stage,E15.5
analysis_id,62nm2al0yy4u739
mouse_strain,C57BL
