gene_symbol,Slc39a10
mouse_life_stage,E9.5
parameter_name,Limb coat/hair presence
analysis_id,ml9pmz0xoit27xi
mouse_strain,C57BL
pvalue,0.4605675
gene_accession_id,MGI:1914515
parameter_id,MGP_CSD_030_001
