parameter_id,ESLIM_007_001_015
parameter_name,Number of centre entries
mouse_strain,C57BL
gene_symbol,Cisd2
mouse_life_stage,Early adult
analysis_id,1cq0x4gi3n13579
pvalue,3.441917e-06
gene_accession_id,MGI:1914256
