gene_symbol,Frmpd1
analysis_id,119s4c2g1rio5t3
parameter_id,M-G-P_016_001_005
gene_accession_id,MGI:2446274
pvalue,0.4586854
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Mean-cell-volume
