gene_symbol,Bmi1
pvalue,0.5327534
mouse_life_stage,E15.5
mouse_strain,C57BL
parameter_name,Total food intake
gene_accession_id,MGI:88174
analysis_id,o890edz208w336a
parameter_id,IMPC_CAL_008_001
