gene_symbol,Tnfsf18
mouse_strain,C55BL
analysis_id,9qs6041sievdn70
gene_accession_id,MGI:2673064
parameter_id,IMPC_FEA_003_001
mouse_life_stage,Early adult
parameter_name,Conditioning Baseline % Freezing Time
pvalue,0.07146524
