parameter_id,IMPC_DXA_009_001
analysis_id,8uw5vl8ywto3b15
gene_accession_id,MGI:99501
pvalue,0.2107566
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_symbol,Fgb
parameter_name,Fat/Body weight
