parameter_id,M-G-P_016_001_005
pvalue,0.7338528
mouse_strain,C57BL
gene_accession_id,MGI:1915472
parameter_name,Mean-cell-volume
gene_symbol,Tubb4b
analysis_id,f451emjmtums7fc
mouse_life_stage,Early adult
