parameter_id,IMPC_DXA_004_001
pvalue,0.9201323
gene_accession_id,MGI:1927379
analysis_id,e01e0w9x0ibzsk3
mouse_life_stage,Early adult
gene_symbol,Rhbg
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
