mouse_life_stage,E12.5
gene_accession_id,MGI:97838
parameter_id,JAXLA_CSD_077_001
analysis_id,6im6nhb03vosd47
mouse_strain,C57BL
parameter_name,Contact righting
pvalue,0.9195619
gene_symbol,Eprs1
