gene_symbol,Tatdn3
parameter_name,Periphery resting time
parameter_id,HRWLLA_OFD_011_001
pvalue,0.7727111
gene_accession_id,MGI:1916222
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,058824lc176843w
