parameter_id,MGP_IMM_014_001
mouse_strain,C57BL
parameter_name,Effector CD8+ T cells - % of CD8+
pvalue,0.5341679
analysis_id,gnxf7m2mtc47o39
gene_accession_id,MGI:3026886
mouse_life_stage,Early adult
gene_symbol,Cdin1
