parameter_id,MGP_MLN_063_001
analysis_id,4a0d9oy4af5h80b
gene_accession_id,MGI:106100
gene_symbol,Etfdh
parameter_name,Total ab T cells - % of CD45+
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.6809867
