parameter_id,HMGULA_CBC_017_001
gene_accession_id,MGI:109356
analysis_id,z1knp1u800ir76w
parameter_name,Triglycerides
gene_symbol,Snap23
pvalue,0.8393285
mouse_life_stage,Early adult
mouse_strain,C57BL
