parameter_name,Eye
mouse_strain,C57BL
parameter_id,IMPC_EYE_001_001
pvalue,0.8498246
gene_symbol,Zmynd8
mouse_life_stage,Early adult
analysis_id,v34f75360621w23
gene_accession_id,MGI:1918025
