gene_symbol,Tiprl
parameter_id,IMPC_GEL_060_001
parameter_name,Neural tube morphology
pvalue,0.1867288
mouse_strain,C57BL
analysis_id,02cqg5kkg6oi464
mouse_life_stage,E12.5
gene_accession_id,MGI:1915087
