mouse_life_stage,E9.5
parameter_name,Mean-cell-volume
parameter_id,M-G-P_016_001_005
analysis_id,11ly1w6ekaf1ydp
pvalue,0.7742516
gene_symbol,Orc2
mouse_strain,C57BL
gene_accession_id,MGI:1328306
