gene_symbol,Jun
pvalue,0.7533462
analysis_id,jv2dc3t09u9wc37
mouse_life_stage,E9.5
mouse_strain,C57BL
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:96646
parameter_id,MGP_IMM_078_001
