gene_symbol,Tiprl
gene_accession_id,MGI:1915087
parameter_name,% Pre-pulse inhibition - PPI1
mouse_strain,C57BL
analysis_id,87bz52vzz87y9yi
pvalue,0.2214486
parameter_id,IMPC_ACS_033_001
mouse_life_stage,E9.5
