parameter_name,Neural tube morphology
mouse_life_stage,Late adult
parameter_id,IMPC_GEL_060_001
mouse_strain,C57BL
analysis_id,g0d7r34w5eon3qy
gene_accession_id,MGI:2140475
pvalue,0.996846
gene_symbol,AU040320
