gene_symbol,Gfi1b
analysis_id,g01f646223o7gm3
pvalue,0.8110191
mouse_strain,C57BL
parameter_id,IMPC_CSD_016_001
parameter_name,Coat - hair texture / appearance - abdomen
gene_accession_id,MGI:1276578
mouse_life_stage,Early adult
