gene_symbol,Mms22l
analysis_id,w456gqh94ut2a40
parameter_name,Total bilirubin
gene_accession_id,MGI:2684980
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_CBC_008_001
pvalue,0.2776515
