parameter_id,JAXLA_OFD_020_001
analysis_id,c20n1wq9402630y
gene_symbol,Dmap1
parameter_name,Distance travelled - total
mouse_strain,C57BL
pvalue,0.6811829
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
