parameter_id,IMPC_XRY_002_001
gene_accession_id,MGI:95835
analysis_id,3r0617mcdd3rb3y
gene_symbol,Hspa5
pvalue,0.9287877
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Zygomatic bone
