parameter_name,Periphery distance travelled
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1921688
analysis_id,062dp1bq24yzey6
pvalue,0.8372844
parameter_id,ESLIM_007_001_006
gene_symbol,Clvs1
