gene_symbol,Frmpd1
analysis_id,vx1i8er3feqs7d4
parameter_id,IMPC_EYE_059_001
gene_accession_id,MGI:2446274
mouse_life_stage,Middle aged adult
pvalue,0.3175961
mouse_strain,C57BL
parameter_name,Mean right eye lens density
