parameter_id,HMGULA_CBC_018_001
analysis_id,cz35ynm55pz7gem
pvalue,0.434774
gene_accession_id,MGI:97838
mouse_strain,C57BL
parameter_name,Glucose
mouse_life_stage,Early adult
gene_symbol,Eprs1
