gene_symbol,Frmpd1
mouse_strain,C57BL
gene_accession_id,MGI:2446274
pvalue,0.6225523
parameter_name,Gait
parameter_id,IMPC_CSD_033_001
mouse_life_stage,Middle aged adult
analysis_id,099e60v2o3j0e7q
