parameter_id,ESLIM_007_001_003
gene_symbol,Tiprl
pvalue,0.3185079
parameter_name,Whole arena resting time
gene_accession_id,MGI:1915087
mouse_strain,C57BL
mouse_life_stage,E12.5
analysis_id,958oc40045c1tsz
