parameter_name,Center average speed
analysis_id,ql17lojb3fn2z07
pvalue,0.2404246
mouse_life_stage,Early adult
parameter_id,JAX_OFD_017_001
mouse_strain,C57BL
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
