gene_symbol,Frmpd1
pvalue,0.8582526
gene_accession_id,MGI:2446274
parameter_name,RR
mouse_life_stage,Early adult
analysis_id,l93040r0g5f9170
mouse_strain,C57BL
parameter_id,IMPC_ECG_004_001
