gene_symbol,Dnajc6
pvalue,0.8578192
mouse_life_stage,Early adult
gene_accession_id,MGI:1919935
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
mouse_strain,C57BL
parameter_id,MGP_PBI_030_001
analysis_id,5nwx17ir19wo39j
