gene_symbol,Mapkap1
analysis_id,74cred4m407525j
mouse_strain,C57BL
parameter_name,Triglycerides
gene_accession_id,MGI:2444554
mouse_life_stage,E12.5
parameter_id,HMGULA_CBC_017_001
pvalue,0.9105597
