mouse_strain,129SV
parameter_name,Total NK cells - % of CD45+
parameter_id,MGP_MLN_031_001
analysis_id,o2i1mazg7687ss3
pvalue,0.2131908
gene_symbol,Zmynd8
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
