parameter_name,Periphery average speed
mouse_strain,C57BL
gene_symbol,AU040320
pvalue,0.707364
mouse_life_stage,Late adult
gene_accession_id,MGI:2140475
parameter_id,HRWLLA_OFD_013_001
analysis_id,4c73eksn78h6cmz
