parameter_id,ESLIM_007_001_007
gene_accession_id,MGI:1918025
mouse_strain,C57BL
pvalue,0.5585134
gene_symbol,Zmynd8
analysis_id,h394c868899251r
parameter_name,Periphery resting time
mouse_life_stage,Early adult
