gene_symbol,Zyg11b
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
parameter_name,Eye
parameter_id,IMPC_EYE_001_001
analysis_id,1i1thbawba4k446
mouse_strain,C57BL
pvalue,0.67925
