gene_symbol,Hnf4a
analysis_id,267p8j1x965t541
pvalue,0.8023145
parameter_id,ESLIM_008_001_017
mouse_life_stage,Early adult
gene_accession_id,MGI:109128
parameter_name,Limb grasping
mouse_strain,C50BL
