parameter_name,Periphery distance travelled
gene_symbol,Dnaaf9
gene_accession_id,MGI:1923029
parameter_id,ESLIM_007_001_006
mouse_life_stage,Early adult
pvalue,0.9423494
mouse_strain,C57BL
analysis_id,s60515k0ov5rax8
