gene_symbol,Ahcy
mouse_strain,C57BL
analysis_id,thma2qb29gf258t
parameter_id,M-G-P_016_001_006
pvalue,0.6443282
gene_accession_id,MGI:87968
parameter_name,Mean-corpuscular-haemoglobin
mouse_life_stage,E9.5
