parameter_id,IMPC_HEM_027_001
analysis_id,rsd30w555117y0d
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.5302085
gene_accession_id,MGI:891989
gene_symbol,Npbwr1
parameter_name,Red blood cell distribution width
