gene_symbol,Mapkap1
gene_accession_id,MGI:2444554
pvalue,0.1562941
mouse_life_stage,E15.5
mouse_strain,C57BL
analysis_id,fy60581b7n9itwl
parameter_name,center - distance
parameter_id,M-G-P_007_001_010
