parameter_id,ESLIM_011_001_702
gene_symbol,Slc2a8
mouse_strain,C57BL
pvalue,0.8886796
parameter_name,Prepulse inhibition - PP2
gene_accession_id,MGI:1860103
mouse_life_stage,Early adult
analysis_id,69e8ue5j018w34p
