gene_symbol,AU040320
parameter_id,IMPC_EYE_009_001
mouse_strain,C57BL
parameter_name,Corneal vascularization
gene_accession_id,MGI:2140475
analysis_id,7b583871pw4b143
mouse_life_stage,Late adult
pvalue,0.2756542
