parameter_id,MGP_MLN_021_001
mouse_strain,C57BL
pvalue,0.5842581
parameter_name,KLRG1+ gd T cells - % of gd T cells
analysis_id,3318r2kd295w011
mouse_life_stage,Early adult
gene_accession_id,MGI:2670995
gene_symbol,Trp53i11
