parameter_id,IMPC_HEM_005_001
parameter_name,Mean cell volume
mouse_strain,C57BL
analysis_id,7h19up79at3nt7c
gene_symbol,Clvs1
gene_accession_id,MGI:1921688
mouse_life_stage,Early adult
pvalue,0.4259022
