gene_accession_id,MGI:103302
gene_symbol,Bmp7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,MGP_MLN_066_001
pvalue,0.0958635
parameter_name,Effector CD4+ T helper cells - % of CD45+
analysis_id,5p4m3bmt889s8y3
