parameter_id,IMPC_GEL_063_001
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
analysis_id,486u401y5151577
pvalue,0.5777372
gene_accession_id,MGI:88380
gene_symbol,F2
mouse_strain,C57BL
