gene_symbol,Dmap1
gene_accession_id,MGI:1913483
parameter_id,MGP_MLN_076_001
pvalue,0.9156384
analysis_id,981fxfz9k26iqy9
mouse_life_stage,E9.5
parameter_name,Naive CD8+ T cells - % of CD45+
mouse_strain,C57BL
