parameter_id,JAXLA_CSD_022_001
parameter_name,Hindlimbs - size
mouse_life_stage,Early adult
gene_symbol,Eprs1
analysis_id,f908251t997q8e9
mouse_strain,C57BL
gene_accession_id,MGI:97838
pvalue,0.8990572
