mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Arpc2
parameter_name,Startle response
analysis_id,74z990l52f9t1is
gene_accession_id,MGI:1923959
pvalue,0.7996571
parameter_id,MGP_CSD_008_001
