parameter_id,IMPC_EYE_092_001
mouse_strain,C57BL
parameter_name,Retina (combined)
pvalue,1.276101
analysis_id,td2oz07j875m2p2
gene_symbol,Gfi1b
mouse_life_stage,Early adult
gene_accession_id,MGI:1276578
