parameter_id,IMPC_XRY_022_001
analysis_id,511t56301165bkt
gene_accession_id,MGI:1336200
pvalue,0.6286449
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
parameter_name,Radius
gene_symbol,Hpca
