parameter_id,IMPC_XRY_018_001
gene_symbol,Dmap1
mouse_strain,C57BL
analysis_id,72q22io932hxia2
pvalue,0.9921486
gene_accession_id,MGI:1913483
parameter_name,Shape of vertebrae
mouse_life_stage,Early adult
