gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_id,JAXLA_CSD_041_002
mouse_strain,C57BL
parameter_name,Hindpaw - size
analysis_id,84rlftiq4k2pev7
pvalue,0.8463207
mouse_life_stage,E12.5
