gene_symbol,Hnf4a
parameter_id,MGP_MLN_064_001
pvalue,0.510237
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109128
analysis_id,ex6t6guh7j8qnfi
mouse_strain,C57BL
parameter_name,Total CD4+ T cells - % of CD45+
