gene_symbol,Eprs1
parameter_id,MGP_PBI_001_001
mouse_strain,C57BL
pvalue,0.9471862
analysis_id,9758375xen53d1v
gene_accession_id,MGI:97838
parameter_name,Total T cell percentage
mouse_life_stage,E12.5
